contrast,metric,mean_A,mean_B,paired_delta,boot_ci_lo,boot_ci_hi,wilcoxon_p,holm_q,rank_biserial_r,n_total,n_nonzero
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SBERT,0.845891,0.763974,-0.081917,-0.095387,-0.068718,0.000000,0.000000,-0.646145,391,391
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,CTQRS,0.698689,0.776535,0.077845,0.062660,0.093191,0.000000,0.000000,0.589948,391,330
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,ROUGE1_R_NORM,0.566740,0.591433,0.024694,0.008398,0.041405,0.002444,0.726010,0.178436,391,384
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,ROUGE1_F1_NORM,0.533436,0.532210,-0.001226,-0.018925,0.016990,0.611760,1.000000,-0.029621,391,391
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SBERT_NORM,0.827705,0.759580,-0.068125,-0.081415,-0.055106,0.000000,0.000000,-0.535936,391,391
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SecFilled,0.557545,0.633632,0.076087,0.008935,0.142583,0.013160,1.000000,0.180578,391,226
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,SecPresence,0.563299,0.643223,0.079923,0.012148,0.147698,0.012805,1.000000,0.182198,391,216
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,CondFilledRate,0.522634,0.598551,0.075916,0.028602,0.123785,0.001340,0.408799,0.244819,391,222
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,UAHE_per_1kTok,0.647998,0.467176,-0.180822,-0.319208,-0.045504,0.014348,1.000000,-0.307563,391,84
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,UAHE_Total,0.184143,0.171355,-0.012788,-0.061381,0.030691,0.621582,1.000000,-0.069360,391,54
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,ContextSupportRate,0.557447,0.949418,0.391971,0.344852,0.439298,0.000000,0.000000,0.954306,391,211
NoRAG→RAG|dpo_retr_bal|mistral-7b-v0.3,ContextUnattributedRate,0.076824,0.027564,-0.049260,-0.069834,-0.030643,0.000001,0.000497,-0.621605,391,80
k1→k2|sft|mistral-7b-v0.3,ROUGE1_R,0.621466,0.615485,-0.005982,-0.017997,0.005560,0.125571,1.000000,-0.093548,391,357
k1→k2|sft|mistral-7b-v0.3,ROUGE1_F1,0.589968,0.581863,-0.008105,-0.023782,0.007392,0.366905,1.000000,-0.053272,391,382
k1→k2|sft|mistral-7b-v0.3,SBERT,0.841896,0.844197,0.002301,-0.009002,0.014159,0.882042,1.000000,-0.008693,391,388
k1→k2|sft|mistral-7b-v0.3,CTQRS,0.761829,0.769661,0.007832,-0.004636,0.020145,0.203073,1.000000,0.093188,391,242
k1→k2|sft|mistral-7b-v0.3,ROUGE1_R_NORM,0.633939,0.627593,-0.006346,-0.018272,0.005190,0.139258,1.000000,-0.089920,391,360
k1→k2|sft|mistral-7b-v0.3,ROUGE1_F1_NORM,0.603155,0.595218,-0.007936,-0.024326,0.008061,0.318529,1.000000,-0.058739,391,384
k1→k2|sft|mistral-7b-v0.3,SBERT_NORM,0.832687,0.834509,0.001823,-0.009996,0.013643,0.515317,1.000000,-0.038261,391,385
k1→k2|sft|mistral-7b-v0.3,SecFilled,0.624041,0.640026,0.015985,-0.014066,0.045396,0.316231,1.000000,0.145426,391,61
k1→k2|sft|mistral-7b-v0.3,SecPresence,0.634910,0.652174,0.017263,-0.013427,0.048593,0.226452,1.000000,0.202381,391,48
k1→k2|sft|mistral-7b-v0.3,CondFilledRate,0.606820,0.610102,0.003282,-0.016200,0.022336,0.825714,1.000000,0.032258,391,61
k1→k2|sft|mistral-7b-v0.3,UAHE_per_1kTok,5.069437,5.182942,0.113504,-0.418601,0.639294,0.659828,1.000000,0.028041,391,328
k1→k2|sft|mistral-7b-v0.3,UAHE_Total,1.976982,1.997442,0.020460,-0.291624,0.335038,0.441087,1.000000,0.058538,391,222
k1→k2|sft|mistral-7b-v0.3,ContextSupportRate,0.632327,0.610115,-0.022211,-0.055831,0.011118,0.225237,1.000000,-0.088282,391,251
k1→k2|sft|mistral-7b-v0.3,ContextUnattributedRate,0.367673,0.389885,0.022211,-0.011258,0.056421,0.219148,1.000000,0.089452,391,251
Dense→Lex|sft_k1|mistral-7b-v0.3,ROUGE1_R,0.621466,0.625826,0.004360,-0.008218,0.016867,0.422839,1.000000,0.051377,391,324
Dense→Lex|sft_k1|mistral-7b-v0.3,ROUGE1_F1,0.589968,0.592846,0.002878,-0.013498,0.019450,0.763772,1.000000,0.018779,391,341
Dense→Lex|sft_k1|mistral-7b-v0.3,SBERT,0.841896,0.840098,-0.001798,-0.013944,0.011039,0.946659,1.000000,-0.004092,391,356
Dense→Lex|sft_k1|mistral-7b-v0.3,CTQRS,0.761829,0.763267,0.001439,-0.011829,0.014386,0.969670,1.000000,0.002873,391,228
Dense→Lex|sft_k1|mistral-7b-v0.3,ROUGE1_R_NORM,0.633939,0.638671,0.004732,-0.007610,0.017225,0.413228,1.000000,0.052288,391,326
Dense→Lex|sft_k1|mistral-7b-v0.3,ROUGE1_F1_NORM,0.603155,0.604496,0.001341,-0.015617,0.017867,0.963167,1.000000,0.002881,391,342
Dense→Lex|sft_k1|mistral-7b-v0.3,SBERT_NORM,0.832687,0.833195,0.000509,-0.011872,0.012680,0.783862,1.000000,0.017039,391,345
Dense→Lex|sft_k1|mistral-7b-v0.3,SecFilled,0.624041,0.616368,-0.007673,-0.041560,0.026854,0.664998,1.000000,-0.057903,391,71
Dense→Lex|sft_k1|mistral-7b-v0.3,SecPresence,0.634910,0.626598,-0.008312,-0.043478,0.024936,0.832252,1.000000,-0.030853,391,57
Dense→Lex|sft_k1|mistral-7b-v0.3,CondFilledRate,0.606820,0.598977,-0.007843,-0.028133,0.012532,0.697401,1.000000,-0.052426,391,71
Dense→Lex|sft_k1|mistral-7b-v0.3,UAHE_per_1kTok,5.069437,4.966827,-0.102611,-0.674938,0.453182,0.906362,1.000000,-0.007848,391,299
Dense→Lex|sft_k1|mistral-7b-v0.3,UAHE_Total,1.976982,1.864450,-0.112532,-0.383632,0.127877,0.541550,1.000000,-0.045641,391,231
Dense→Lex|sft_k1|mistral-7b-v0.3,ContextSupportRate,0.632327,0.618328,-0.013998,-0.050614,0.022168,0.465497,1.000000,-0.052302,391,259
Dense→Lex|sft_k1|mistral-7b-v0.3,ContextUnattributedRate,0.367673,0.381672,0.013998,-0.022856,0.050225,0.440054,1.000000,0.055331,391,259
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R,0.621466,0.561191,-0.060275,-0.076766,-0.043985,0.000000,0.000000,-0.457489,391,376
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1,0.589968,0.550736,-0.039232,-0.060263,-0.018235,0.000092,0.030208,-0.228461,391,390
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,SBERT,0.841896,0.815618,-0.026278,-0.045737,-0.007338,0.487096,1.000000,-0.040555,391,391
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,CTQRS,0.761829,0.748561,-0.013267,-0.029572,0.002558,0.123800,1.000000,-0.102519,391,295
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R_NORM,0.633939,0.573937,-0.060003,-0.076531,-0.043607,0.000000,0.000000,-0.460261,391,370
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1_NORM,0.603155,0.562728,-0.040427,-0.061740,-0.019947,0.000027,0.008970,-0.245772,391,389
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,SBERT_NORM,0.832687,0.808406,-0.024281,-0.043189,-0.005972,0.422306,1.000000,-0.046888,391,390
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,SecFilled,0.624041,0.626598,0.002558,-0.039003,0.043478,0.777139,1.000000,0.031553,391,103
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,SecPresence,0.634910,0.638107,0.003197,-0.037724,0.043478,0.691698,1.000000,0.047283,391,87
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,CondFilledRate,0.606820,0.604263,-0.002558,-0.030052,0.023998,0.986390,1.000000,-0.001941,391,101
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,UAHE_per_1kTok,5.069437,7.894806,2.825369,2.155482,3.519829,0.000000,0.000000,0.486303,391,368
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,UAHE_Total,1.976982,3.046036,1.069054,0.716113,1.457864,0.000000,0.000000,0.544287,391,294
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ContextSupportRate,0.632327,0.410902,-0.221424,-0.263608,-0.179250,0.000000,0.000000,-0.595746,391,323
Sim→Rand|sft_dense_k1|mistral-7b-v0.3,ContextUnattributedRate,0.367673,0.589098,0.221424,0.179749,0.262754,0.000000,0.000000,0.598861,391,323
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R,0.621466,0.610155,-0.011311,-0.019884,-0.003034,0.014651,1.000000,-0.182888,391,237
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1,0.589968,0.579608,-0.010360,-0.022112,0.000872,0.131380,1.000000,-0.104016,391,280
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,SBERT,0.841896,0.837415,-0.004481,-0.012072,0.002905,0.733828,1.000000,-0.021864,391,322
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,CTQRS,0.761829,0.758792,-0.003037,-0.010870,0.004636,0.868088,1.000000,-0.017080,391,120
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R_NORM,0.633939,0.622768,-0.011171,-0.019944,-0.002925,0.037355,1.000000,-0.155335,391,239
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1_NORM,0.603155,0.592153,-0.011001,-0.022997,0.000834,0.122569,1.000000,-0.107031,391,277
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,SBERT_NORM,0.832687,0.828500,-0.004187,-0.011418,0.003167,0.534203,1.000000,-0.042780,391,281
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,SecFilled,0.624041,0.593350,-0.030691,-0.046675,-0.016624,0.000015,0.005234,-1.000000,391,17
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,SecPresence,0.634910,0.603581,-0.031330,-0.047954,-0.016624,0.000015,0.005234,-1.000000,391,17
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,CondFilledRate,0.606820,0.588406,-0.018414,-0.030392,-0.008140,0.000252,0.080315,-0.894737,391,18
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,UAHE_per_1kTok,5.069437,4.921646,-0.147791,-0.499795,0.253223,0.022581,1.000000,-0.181494,391,210
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,UAHE_Total,1.976982,1.966752,-0.010230,-0.283887,0.340153,0.139746,1.000000,-0.203687,391,67
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ContextSupportRate,0.632327,0.635979,0.003652,-0.009471,0.017253,0.769299,1.000000,0.037975,391,79
TplOn→Off|sft_dense_k1|mistral-7b-v0.3,ContextUnattributedRate,0.367673,0.364021,-0.003652,-0.016979,0.009227,0.782405,1.000000,-0.035759,391,79
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R,0.621466,0.614454,-0.007012,-0.016379,0.002030,0.101977,1.000000,-0.107511,391,308
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1,0.589968,0.589856,-0.000112,-0.012769,0.012533,0.792371,1.000000,-0.016259,391,349
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,SBERT,0.841896,0.851424,0.009528,0.000624,0.018722,0.024361,1.000000,0.132751,391,383
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,CTQRS,0.761829,0.766624,0.004795,-0.005275,0.014706,0.178655,1.000000,0.111595,391,185
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ROUGE1_R_NORM,0.633939,0.630115,-0.003825,-0.013005,0.005312,0.832994,1.000000,-0.013730,391,314
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ROUGE1_F1_NORM,0.603155,0.602006,-0.001148,-0.013809,0.011653,0.617839,1.000000,-0.030860,391,348
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,SBERT_NORM,0.832687,0.842450,0.009764,0.001646,0.018772,0.042808,1.000000,0.123703,391,357
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,SecFilled,0.624041,0.605499,-0.018542,-0.039003,0.001279,0.090024,1.000000,-0.369458,391,28
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,SecPresence,0.634910,0.616368,-0.018542,-0.038363,0.000639,0.113961,1.000000,-0.373333,391,24
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,CondFilledRate,0.606820,0.596419,-0.010401,-0.026301,0.004945,0.203198,1.000000,-0.217391,391,46
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,UAHE_per_1kTok,5.069437,8.391121,3.321684,2.781300,3.879826,0.000000,0.000000,0.713870,391,354
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,UAHE_Total,1.976982,3.112532,1.135550,0.867008,1.381074,0.000000,0.000000,0.799834,391,277
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ContextSupportRate,0.632327,0.235014,-0.397312,-0.433487,-0.361744,0.000000,0.000000,-0.971651,391,314
NoMask→HardMask|sft_dense_k1|mistral-7b-v0.3,ContextUnattributedRate,0.367673,0.764986,0.397312,0.360070,0.433538,0.000000,0.000000,0.971873,391,314
DPO_free→aware|bal_k0|mistral-7b-v0.3,ROUGE1_R,0.535982,0.559606,0.023624,0.011718,0.035812,0.000001,0.000506,0.286169,391,379
DPO_free→aware|bal_k0|mistral-7b-v0.3,ROUGE1_F1,0.569708,0.534876,-0.034832,-0.048671,-0.020592,0.000000,0.000000,-0.420447,391,390
DPO_free→aware|bal_k0|mistral-7b-v0.3,SBERT,0.855237,0.845891,-0.009346,-0.019908,0.002127,0.000000,0.000000,-0.404170,391,391
DPO_free→aware|bal_k0|mistral-7b-v0.3,CTQRS,0.725384,0.698689,-0.026694,-0.040601,-0.012468,0.000013,0.004400,-0.286418,391,301
DPO_free→aware|bal_k0|mistral-7b-v0.3,ROUGE1_R_NORM,0.542758,0.566740,0.023982,0.011819,0.036135,0.000002,0.000779,0.280508,391,380
DPO_free→aware|bal_k0|mistral-7b-v0.3,ROUGE1_F1_NORM,0.570477,0.533436,-0.037041,-0.050942,-0.022767,0.000000,0.000000,-0.429549,391,390
DPO_free→aware|bal_k0|mistral-7b-v0.3,SBERT_NORM,0.837608,0.827705,-0.009903,-0.020672,0.001488,0.000000,0.000000,-0.399186,391,391
